amount,is_essential,mood_score,goal_contribution,target
40.581311290499436,0,4.633063543866615,5.888977841391714,0.28308093142824825
95.31785910894203,1,1.9582475626678897,7.701954572038505,0.659606094835616
74.53942447208348,0,1.5795794883648924,17.022733430337137,0.5288469205061264
61.872555998718475,0,2.957811041110252,6.338440103125553,0.45499929124014077
19.82177084203147,1,4.942601816442403,3.3898549337218498,0.11250573000228664
19.81947943193925,0,1.9682210860460017,11.136025249167004,0.2509932881389964
10.517943155978948,1,3.688542189623514,18.72309548321562,0.1347672886519848
87.28673384861884,1,4.04647846131487,13.92059593349946,0.47437928172111393
62.10592611560484,1,1.9505501759695987,11.401223401787298,0.4991724872824107
72.26689489062431,0,3.9128653944474383,1.9435298754153707,0.4596690845123276
6.955526958101233,0,2.471132530877013,12.300144533983396,0.265810523745153
97.14143595538945,0,3.529223322374318,19.801077002085265,0.5120630054931458
84.08205087604007,0,3.534118843043579,2.8016803047304806,0.615014792530399
25.172215514436235,0,3.143098736299034,10.366593047274735,0.13967076341811407
22.27337188467456,0,1.3611590802176332,17.547461438559107,0.32210805985853563
22.42342843607621,0,4.341209982356952,14.815372355084088,0.18106040356319275
33.90301308115608,1,2.2831202598869433,13.94031481990536,0.34657744319931544
54.851861005062595,0,1.746074041599417,14.049681679742186,0.43835988653831826
46.034776771001,1,1.1631005662190557,7.189823024395103,0.4499817373639979
32.66676831881398,0,3.3635717727529673,5.871836885289867,0.2368694884959502
63.12602499862605,0,3.7102574473691297,16.187223109570272,0.36354644030377187
18.251916761943974,0,1.0663513157114246,16.202267893583617,0.3697586097180856
32.75374161084572,1,3.048372233197124,17.341446371602075,0.29871714836065355
39.804375112900715,1,1.9059831007917518,18.264811051129428,0.3500174097539657
48.32664850061841,1,3.5806911616377994,10.226847977218757,0.3717717665764866
79.59171633233629,1,1.6974657160199658,10.030325893743992,0.611475614744314
23.969009305044175,0,3.763750952409864,15.965903579335503,0.23466309532257704
53.8522716492931,1,2.5469413852021496,12.999278615555303,0.4479263172305172
61.27938404189403,0,4.746919954946938,14.039337545154067,0.2801319723665503
9.412789208399783,0,1.550083776583973,15.91585338872202,0.22604986743711203
62.716760930636646,1,2.364265404201034,17.800106836351326,0.5090925606572844
21.199791750292697,1,1.4538940849623563,6.759903137030716,0.34928382692539534
11.179901333601554,1,4.698774473114251,7.51165905279888,0.07292795858294529
95.14412603906666,1,4.509357413523924,1.87963879681738,0.5110255545493371
96.73504314208314,1,2.0317665108606224,11.56560281992348,0.7256524698481995
81.79774807106381,1,3.639936184136716,0.7188454759348417,0.46101399986532454
33.93830807147022,1,4.268888800804863,9.311960362649202,0.2409130813675612
14.278850830606467,1,3.2208032463978493,10.852892694151532,0.1680364267474667
70.0021375186549,0,3.118602313424026,5.730825042565688,0.452010488626472
46.81448690526212,1,1.9674091636018067,11.816665211380215,0.47096672730956174
16.593632310253987,1,1.3724110712235968,0.6100049987809886,0.34189431472725557
52.04180646057067,0,4.5888630318133075,0.7469637749842883,0.32555273219408687
8.266909505945748,1,4.601672228653322,16.452011213193167,0.1305081541682459
91.38543819748429,0,3.5324058290930718,7.203812828225258,0.5460330333234751
29.584098252001606,0,2.3561191641948027,2.5412102530376957,0.34065098997306803
67.9396170136283,1,2.3968382984506436,10.444865201096087,0.48037444933143003
34.61255222849404,0,3.9038227154809575,15.399871061972217,0.25504171583803487
54.406462011892025,0,4.588441039810308,4.316420549936863,0.29021869495245733
56.937476537611566,0,4.548345697060469,12.457809516380005,0.3166364391140656
22.561173274925068,0,4.1195021834304955,1.70694929987536,0.19539358664064127
97.11053963763307,1,3.568126584617151,1.033634423372154,0.5305540689494627
